datum;marke;tag;gruppe;share_of_voice;visibility;mention_count;sentiment;position;brand_id;tag_id
2026-08-16;DKV;Core Values;;0.0104;0.0853;29;55;3.5;kw_fc06628b-b4a3-4ca9-92c1-2ad1f28241de;tg_a70d7b4d-0244-48f0-8a06-019d2c539950
2026-08-16;Debeka;Core Values;;0.0043;0.0698;12;49;7.4;kw_f2523300-5701-448f-bdc2-826cacdc7496;tg_a70d7b4d-0244-48f0-8a06-019d2c539950
2026-08-16;Die Bayerische;Core Values;;0.0043;0.093;12;57;5.5;kw_dc1b2c92-73f3-4f73-bf93-df7df59dc86d;tg_a70d7b4d-0244-48f0-8a06-019d2c539950
2026-08-16;ERGO;Core Values;;0.5036;1;1402;53;1;kw_72b70c33-531d-42d6-ad89-bb108f7b2149;tg_a70d7b4d-0244-48f0-8a06-019d2c539950
2026-08-16;Generali;Core Values;;0.0043;0.093;12;55;7.5;kw_1028a85d-5c54-5e02-8a97-afb32a52113d;tg_a70d7b4d-0244-48f0-8a06-019d2c539950
2026-08-16;Gothaer;Core Values;;0.004;0.0698;11;51;9.4;kw_37880128-3d28-46fe-9f61-d6c869e2d032;tg_a70d7b4d-0244-48f0-8a06-019d2c539950
2026-08-16;HDI;Core Values;;0.0147;0.1085;41;51;5.3;kw_c7659191-f1a7-4cad-8459-3bed51c2f014;tg_a70d7b4d-0244-48f0-8a06-019d2c539950
2026-08-16;HUK-Coburg;Core Values;;0.1063;0.5349;296;54;4.9;kw_f44f05b7-81d2-4406-a71d-63905ffd5147;tg_a70d7b4d-0244-48f0-8a06-019d2c539950
2026-08-16;Haftpflichtkasse;Core Values;;0.014;0.155;39;53;5.3;kw_ee997b6b-0b50-4c31-a8d2-117f911f9a1d;tg_a70d7b4d-0244-48f0-8a06-019d2c539950
2026-08-16;Hannoversche;Core Values;;0.0208;0.2171;58;53;3.8;kw_405d8864-19c4-42fe-bba2-632e0b5cb463;tg_a70d7b4d-0244-48f0-8a06-019d2c539950
2026-08-16;HanseMerkur;Core Values;;0.0025;0.0388;7;49;5.2;kw_b1155354-e344-4376-96a5-8ca40a83f686;tg_a70d7b4d-0244-48f0-8a06-019d2c539950
2026-08-16;LV 1871;Core Values;;0.0201;0.1395;56;54;5.1;kw_86ce8865-81a6-4155-aa6e-7907ead2806a;tg_a70d7b4d-0244-48f0-8a06-019d2c539950
2026-08-16;LVM;Core Values;;0.0025;0.0465;7;52;9.3;kw_cdfd3b5b-0c22-485c-bbc4-00fde89a1c45;tg_a70d7b4d-0244-48f0-8a06-019d2c539950
2026-08-16;R+V;Core Values;;0.0086;0.1085;24;54;6.8;kw_cba70138-7408-42d6-9ae4-e090d6179e7f;tg_a70d7b4d-0244-48f0-8a06-019d2c539950
2026-08-16;Signal Iduna;Core Values;;0.0057;0.0775;16;53;8.4;kw_80da741d-9a64-4086-95c0-eb9701df02f8;tg_a70d7b4d-0244-48f0-8a06-019d2c539950
2026-08-16;VHV;Core Values;;0.0072;0.093;20;52;8.8;kw_b3e38115-670e-4795-96a2-dbf2f0b47733;tg_a70d7b4d-0244-48f0-8a06-019d2c539950
2026-08-16;WGV;Core Values;;0.033;0.1938;92;55;4.3;kw_2f265088-42d6-4e5a-be60-e1fb53cf72ed;tg_a70d7b4d-0244-48f0-8a06-019d2c539950
2026-08-16;Württembergische;Core Values;;0.0126;0.1473;35;54;7.1;kw_8cd0213a-ff09-49f8-9e14-2e088c094043;tg_a70d7b4d-0244-48f0-8a06-019d2c539950
2026-08-16;Zurich;Core Values;;0.0029;0.0543;8;59;9.3;kw_f7e49be6-0f28-4d62-8e8e-044c5f806309;tg_a70d7b4d-0244-48f0-8a06-019d2c539950
2026-08-16;ADAC;Corporate Trust;;0.0111;0.0714;2;47;5;kw_21144abf-1bfd-461e-8ad5-9c49a15b79c3;tg_11b748fc-0b8b-48e1-a16d-16ea7e404329
2026-08-16;ARAG;Corporate Trust;;0;0;0;;;kw_263dfe94-8f54-40a8-afb2-64ed223b9ffa;tg_11b748fc-0b8b-48e1-a16d-16ea7e404329
2026-08-16;AXA;Corporate Trust;;0;0;0;;;kw_3f6dd0b5-07f6-4f8e-bd1c-226bf4c95a30;tg_11b748fc-0b8b-48e1-a16d-16ea7e404329
2026-08-16;Allianz;Corporate Trust;;0.2833;1;51;55;1.5;kw_342f76c4-22e8-4d9e-88ae-7467637fabce;tg_11b748fc-0b8b-48e1-a16d-16ea7e404329
2026-08-16;Alte Leipziger;Corporate Trust;;0.0111;0.0714;2;87;4;kw_710231e9-9bb9-4e6f-b810-2ed740dd650a;tg_11b748fc-0b8b-48e1-a16d-16ea7e404329
2026-08-16;Barmenia;Corporate Trust;;0;0;0;;;kw_0e2665be-83a3-4949-82da-c819c80811eb;tg_11b748fc-0b8b-48e1-a16d-16ea7e404329
2026-08-16;CosmosDirekt;Corporate Trust;;0.0056;0.0714;1;57;5;kw_416a8247-b080-4eab-b6c8-321a4b64165d;tg_11b748fc-0b8b-48e1-a16d-16ea7e404329
2026-08-16;DA Direkt;Corporate Trust;;0;0;0;;;kw_2a762f00-af78-4bb7-b874-5daf8ed428dc;tg_11b748fc-0b8b-48e1-a16d-16ea7e404329
2026-08-16;DEVK;Corporate Trust;;0.0222;0.0714;4;68;2;kw_296cebc1-794b-456d-8ce4-ca398a7b8b6e;tg_11b748fc-0b8b-48e1-a16d-16ea7e404329
2026-08-16;DKV;Corporate Trust;;0;0;0;;;kw_fc06628b-b4a3-4ca9-92c1-2ad1f28241de;tg_11b748fc-0b8b-48e1-a16d-16ea7e404329
2026-08-16;Debeka;Corporate Trust;;0.1722;0.7143;31;50;4.2;kw_f2523300-5701-448f-bdc2-826cacdc7496;tg_11b748fc-0b8b-48e1-a16d-16ea7e404329
2026-08-16;Die Bayerische;Corporate Trust;;0.0056;0.0714;1;72;3;kw_dc1b2c92-73f3-4f73-bf93-df7df59dc86d;tg_11b748fc-0b8b-48e1-a16d-16ea7e404329
2026-08-16;ERGO;Corporate Trust;;0.0222;0.1429;4;48;5;kw_72b70c33-531d-42d6-ad89-bb108f7b2149;tg_11b748fc-0b8b-48e1-a16d-16ea7e404329
2026-08-16;Generali;Corporate Trust;;0.0111;0.0714;2;63;4;kw_1028a85d-5c54-5e02-8a97-afb32a52113d;tg_11b748fc-0b8b-48e1-a16d-16ea7e404329
2026-08-16;Gothaer;Corporate Trust;;0;0;0;;;kw_37880128-3d28-46fe-9f61-d6c869e2d032;tg_11b748fc-0b8b-48e1-a16d-16ea7e404329
2026-08-16;HDI;Corporate Trust;;0.0278;0.1429;5;44;4;kw_c7659191-f1a7-4cad-8459-3bed51c2f014;tg_11b748fc-0b8b-48e1-a16d-16ea7e404329
2026-08-16;HUK-Coburg;Corporate Trust;;0.1111;0.7143;20;49;3.2;kw_f44f05b7-81d2-4406-a71d-63905ffd5147;tg_11b748fc-0b8b-48e1-a16d-16ea7e404329
2026-08-16;Haftpflichtkasse;Corporate Trust;;0;0;0;;;kw_ee997b6b-0b50-4c31-a8d2-117f911f9a1d;tg_11b748fc-0b8b-48e1-a16d-16ea7e404329
2026-08-16;Hannoversche;Corporate Trust;;0.0056;0.0714;1;48;5;kw_405d8864-19c4-42fe-bba2-632e0b5cb463;tg_11b748fc-0b8b-48e1-a16d-16ea7e404329
2026-08-16;HanseMerkur;Corporate Trust;;0.0111;0.0714;2;55;5;kw_b1155354-e344-4376-96a5-8ca40a83f686;tg_11b748fc-0b8b-48e1-a16d-16ea7e404329
2026-08-16;LV 1871;Corporate Trust;;0;0;0;;;kw_86ce8865-81a6-4155-aa6e-7907ead2806a;tg_11b748fc-0b8b-48e1-a16d-16ea7e404329
2026-08-16;LVM;Corporate Trust;;0.0778;0.5;14;54;3.7;kw_cdfd3b5b-0c22-485c-bbc4-00fde89a1c45;tg_11b748fc-0b8b-48e1-a16d-16ea7e404329
2026-08-16;R+V;Corporate Trust;;0.1722;0.6429;31;54;4.2;kw_cba70138-7408-42d6-9ae4-e090d6179e7f;tg_11b748fc-0b8b-48e1-a16d-16ea7e404329
2026-08-16;Signal Iduna;Corporate Trust;;0.0056;0.0714;1;47;6;kw_80da741d-9a64-4086-95c0-eb9701df02f8;tg_11b748fc-0b8b-48e1-a16d-16ea7e404329
2026-08-16;VHV;Corporate Trust;;0;0;0;;;kw_b3e38115-670e-4795-96a2-dbf2f0b47733;tg_11b748fc-0b8b-48e1-a16d-16ea7e404329
2026-08-16;WGV;Corporate Trust;;0.0222;0.0714;4;49;7;kw_2f265088-42d6-4e5a-be60-e1fb53cf72ed;tg_11b748fc-0b8b-48e1-a16d-16ea7e404329
2026-08-16;Württembergische;Corporate Trust;;0.0222;0.0714;4;48;6;kw_8cd0213a-ff09-49f8-9e14-2e088c094043;tg_11b748fc-0b8b-48e1-a16d-16ea7e404329
2026-08-16;Zurich;Corporate Trust;;0;0;0;;;kw_f7e49be6-0f28-4d62-8e8e-044c5f806309;tg_11b748fc-0b8b-48e1-a16d-16ea7e404329
2026-08-16;ADAC;Coverage and Claims;;0.0091;0.1077;27;53;5.3;kw_21144abf-1bfd-461e-8ad5-9c49a15b79c3;tg_7642f3c3-b78e-4fa3-a704-ac9bc9f6aa0a
2026-08-16;ARAG;Coverage and Claims;;0.0199;0.1308;59;53;5.7;kw_263dfe94-8f54-40a8-afb2-64ed223b9ffa;tg_7642f3c3-b78e-4fa3-a704-ac9bc9f6aa0a
2026-08-16;AXA;Coverage and Claims;;0.0206;0.1615;61;47;6.8;kw_3f6dd0b5-07f6-4f8e-bd1c-226bf4c95a30;tg_7642f3c3-b78e-4fa3-a704-ac9bc9f6aa0a
2026-08-16;Allianz;Coverage and Claims;;0.1055;0.7846;313;51;4.1;kw_342f76c4-22e8-4d9e-88ae-7467637fabce;tg_7642f3c3-b78e-4fa3-a704-ac9bc9f6aa0a
2026-08-16;Alte Leipziger;Coverage and Claims;;0.0179;0.1615;53;45;4;kw_710231e9-9bb9-4e6f-b810-2ed740dd650a;tg_7642f3c3-b78e-4fa3-a704-ac9bc9f6aa0a
2026-08-16;Barmenia;Coverage and Claims;;0.0232;0.2154;69;51;5.5;kw_0e2665be-83a3-4949-82da-c819c80811eb;tg_7642f3c3-b78e-4fa3-a704-ac9bc9f6aa0a
2026-08-16;CosmosDirekt;Coverage and Claims;;0.0307;0.3308;91;51;5;kw_416a8247-b080-4eab-b6c8-321a4b64165d;tg_7642f3c3-b78e-4fa3-a704-ac9bc9f6aa0a
2026-08-16;DA Direkt;Coverage and Claims;;0.0034;0.0615;10;50;4.8;kw_2a762f00-af78-4bb7-b874-5daf8ed428dc;tg_7642f3c3-b78e-4fa3-a704-ac9bc9f6aa0a
2026-08-16;DEVK;Coverage and Claims;;0.0182;0.1615;54;52;8.8;kw_296cebc1-794b-456d-8ce4-ca398a7b8b6e;tg_7642f3c3-b78e-4fa3-a704-ac9bc9f6aa0a
2026-08-16;DKV;Coverage and Claims;;0.0111;0.1154;33;51;4.5;kw_fc06628b-b4a3-4ca9-92c1-2ad1f28241de;tg_7642f3c3-b78e-4fa3-a704-ac9bc9f6aa0a
2026-08-16;Debeka;Coverage and Claims;;0.0067;0.0923;20;50;7.6;kw_f2523300-5701-448f-bdc2-826cacdc7496;tg_7642f3c3-b78e-4fa3-a704-ac9bc9f6aa0a
2026-08-16;Die Bayerische;Coverage and Claims;;0.0027;0.0538;8;48;5;kw_dc1b2c92-73f3-4f73-bf93-df7df59dc86d;tg_7642f3c3-b78e-4fa3-a704-ac9bc9f6aa0a
2026-08-16;ERGO;Coverage and Claims;;0.4737;1;1406;49;1.1;kw_72b70c33-531d-42d6-ad89-bb108f7b2149;tg_7642f3c3-b78e-4fa3-a704-ac9bc9f6aa0a
2026-08-16;Generali;Coverage and Claims;;0.0051;0.0692;15;49;7.4;kw_1028a85d-5c54-5e02-8a97-afb32a52113d;tg_7642f3c3-b78e-4fa3-a704-ac9bc9f6aa0a
2026-08-16;Gothaer;Coverage and Claims;;0.0037;0.0615;11;45;9.1;kw_37880128-3d28-46fe-9f61-d6c869e2d032;tg_7642f3c3-b78e-4fa3-a704-ac9bc9f6aa0a
2026-08-16;HDI;Coverage and Claims;;0.0081;0.1154;24;45;6.3;kw_c7659191-f1a7-4cad-8459-3bed51c2f014;tg_7642f3c3-b78e-4fa3-a704-ac9bc9f6aa0a
2026-08-16;HUK-Coburg;Coverage and Claims;;0.1135;0.5231;337;50;5.4;kw_f44f05b7-81d2-4406-a71d-63905ffd5147;tg_7642f3c3-b78e-4fa3-a704-ac9bc9f6aa0a
2026-08-16;Haftpflichtkasse;Coverage and Claims;;0.0077;0.0692;23;51;5.6;kw_ee997b6b-0b50-4c31-a8d2-117f911f9a1d;tg_7642f3c3-b78e-4fa3-a704-ac9bc9f6aa0a
2026-08-16;Hannoversche;Coverage and Claims;;0.0158;0.1154;47;48;3;kw_405d8864-19c4-42fe-bba2-632e0b5cb463;tg_7642f3c3-b78e-4fa3-a704-ac9bc9f6aa0a
2026-08-16;HanseMerkur;Coverage and Claims;;0.0088;0.0615;26;51;5.9;kw_b1155354-e344-4376-96a5-8ca40a83f686;tg_7642f3c3-b78e-4fa3-a704-ac9bc9f6aa0a
2026-08-16;LV 1871;Coverage and Claims;;0.0202;0.1538;60;53;4.6;kw_86ce8865-81a6-4155-aa6e-7907ead2806a;tg_7642f3c3-b78e-4fa3-a704-ac9bc9f6aa0a
2026-08-16;LVM;Coverage and Claims;;0.0088;0.0923;26;47;8.1;kw_cdfd3b5b-0c22-485c-bbc4-00fde89a1c45;tg_7642f3c3-b78e-4fa3-a704-ac9bc9f6aa0a
2026-08-16;R+V;Coverage and Claims;;0.0155;0.1538;46;51;7.4;kw_cba70138-7408-42d6-9ae4-e090d6179e7f;tg_7642f3c3-b78e-4fa3-a704-ac9bc9f6aa0a
2026-08-16;Signal Iduna;Coverage and Claims;;0.0074;0.0692;22;49;10;kw_80da741d-9a64-4086-95c0-eb9701df02f8;tg_7642f3c3-b78e-4fa3-a704-ac9bc9f6aa0a
2026-08-16;VHV;Coverage and Claims;;0.0118;0.0846;35;50;6.7;kw_b3e38115-670e-4795-96a2-dbf2f0b47733;tg_7642f3c3-b78e-4fa3-a704-ac9bc9f6aa0a
2026-08-16;WGV;Coverage and Claims;;0.0172;0.1615;51;50;9.8;kw_2f265088-42d6-4e5a-be60-e1fb53cf72ed;tg_7642f3c3-b78e-4fa3-a704-ac9bc9f6aa0a
2026-08-16;Württembergische;Coverage and Claims;;0.0108;0.1462;32;45;7.6;kw_8cd0213a-ff09-49f8-9e14-2e088c094043;tg_7642f3c3-b78e-4fa3-a704-ac9bc9f6aa0a
2026-08-16;Zurich;Coverage and Claims;;0.003;0.0692;9;46;11.3;kw_f7e49be6-0f28-4d62-8e8e-044c5f806309;tg_7642f3c3-b78e-4fa3-a704-ac9bc9f6aa0a
2026-08-16;ADAC;Customer Excellence;;0.0303;0.25;9;56;7.8;kw_21144abf-1bfd-461e-8ad5-9c49a15b79c3;tg_13d6c670-21d8-4c39-83e5-497106565f73
2026-08-16;ARAG;Customer Excellence;;0.0067;0.0714;2;50;11;kw_263dfe94-8f54-40a8-afb2-64ed223b9ffa;tg_13d6c670-21d8-4c39-83e5-497106565f73
2026-08-16;AXA;Customer Excellence;;0.0034;0.0357;1;49;15;kw_3f6dd0b5-07f6-4f8e-bd1c-226bf4c95a30;tg_13d6c670-21d8-4c39-83e5-497106565f73
2026-08-16;Allianz;Customer Excellence;;0.1684;0.8214;50;56;3.3;kw_342f76c4-22e8-4d9e-88ae-7467637fabce;tg_13d6c670-21d8-4c39-83e5-497106565f73
2026-08-16;Alte Leipziger;Customer Excellence;;0.0135;0.0714;4;46;5.5;kw_710231e9-9bb9-4e6f-b810-2ed740dd650a;tg_13d6c670-21d8-4c39-83e5-497106565f73
2026-08-16;Barmenia;Customer Excellence;;0.0101;0.1071;3;56;7.3;kw_0e2665be-83a3-4949-82da-c819c80811eb;tg_13d6c670-21d8-4c39-83e5-497106565f73
2026-08-16;CosmosDirekt;Customer Excellence;;0.1279;0.7143;38;56;4.1;kw_416a8247-b080-4eab-b6c8-321a4b64165d;tg_13d6c670-21d8-4c39-83e5-497106565f73
2026-08-16;DA Direkt;Customer Excellence;;0.0067;0.0357;2;66;2;kw_2a762f00-af78-4bb7-b874-5daf8ed428dc;tg_13d6c670-21d8-4c39-83e5-497106565f73
2026-08-16;DEVK;Customer Excellence;;0.0135;0.0714;4;55;5;kw_296cebc1-794b-456d-8ce4-ca398a7b8b6e;tg_13d6c670-21d8-4c39-83e5-497106565f73
2026-08-16;DKV;Customer Excellence;;0;0;0;;;kw_fc06628b-b4a3-4ca9-92c1-2ad1f28241de;tg_13d6c670-21d8-4c39-83e5-497106565f73
2026-08-16;Debeka;Customer Excellence;;0.0909;0.4643;27;57;5.7;kw_f2523300-5701-448f-bdc2-826cacdc7496;tg_13d6c670-21d8-4c39-83e5-497106565f73
2026-08-16;Die Bayerische;Customer Excellence;;0;0;0;;;kw_dc1b2c92-73f3-4f73-bf93-df7df59dc86d;tg_13d6c670-21d8-4c39-83e5-497106565f73
2026-08-16;ERGO;Customer Excellence;;0.0202;0.2143;6;56;9;kw_72b70c33-531d-42d6-ad89-bb108f7b2149;tg_13d6c670-21d8-4c39-83e5-497106565f73
2026-08-16;Generali;Customer Excellence;;0;0;0;;;kw_1028a85d-5c54-5e02-8a97-afb32a52113d;tg_13d6c670-21d8-4c39-83e5-497106565f73
2026-08-16;Gothaer;Customer Excellence;;0.0034;0.0357;1;65;4;kw_37880128-3d28-46fe-9f61-d6c869e2d032;tg_13d6c670-21d8-4c39-83e5-497106565f73
2026-08-16;HDI;Customer Excellence;;0.0067;0.0714;2;65;8;kw_c7659191-f1a7-4cad-8459-3bed51c2f014;tg_13d6c670-21d8-4c39-83e5-497106565f73
2026-08-16;HUK-Coburg;Customer Excellence;;0.2323;0.7143;69;57;4.4;kw_f44f05b7-81d2-4406-a71d-63905ffd5147;tg_13d6c670-21d8-4c39-83e5-497106565f73
2026-08-16;Haftpflichtkasse;Customer Excellence;;0.0034;0.0357;1;41;4;kw_ee997b6b-0b50-4c31-a8d2-117f911f9a1d;tg_13d6c670-21d8-4c39-83e5-497106565f73
2026-08-16;Hannoversche;Customer Excellence;;0.0269;0.25;8;53;7.4;kw_405d8864-19c4-42fe-bba2-632e0b5cb463;tg_13d6c670-21d8-4c39-83e5-497106565f73
2026-08-16;HanseMerkur;Customer Excellence;;0.0135;0.1071;4;49;7.7;kw_b1155354-e344-4376-96a5-8ca40a83f686;tg_13d6c670-21d8-4c39-83e5-497106565f73
2026-08-16;LV 1871;Customer Excellence;;0;0;0;;;kw_86ce8865-81a6-4155-aa6e-7907ead2806a;tg_13d6c670-21d8-4c39-83e5-497106565f73
2026-08-16;LVM;Customer Excellence;;0.1044;0.5;31;54;3.4;kw_cdfd3b5b-0c22-485c-bbc4-00fde89a1c45;tg_13d6c670-21d8-4c39-83e5-497106565f73
2026-08-16;R+V;Customer Excellence;;0.0505;0.2857;15;59;4.7;kw_cba70138-7408-42d6-9ae4-e090d6179e7f;tg_13d6c670-21d8-4c39-83e5-497106565f73
2026-08-16;Signal Iduna;Customer Excellence;;0;0;0;;;kw_80da741d-9a64-4086-95c0-eb9701df02f8;tg_13d6c670-21d8-4c39-83e5-497106565f73
2026-08-16;VHV;Customer Excellence;;0;0;0;;;kw_b3e38115-670e-4795-96a2-dbf2f0b47733;tg_13d6c670-21d8-4c39-83e5-497106565f73
2026-08-16;WGV;Customer Excellence;;0.0539;0.1786;16;52;3.8;kw_2f265088-42d6-4e5a-be60-e1fb53cf72ed;tg_13d6c670-21d8-4c39-83e5-497106565f73
2026-08-16;Württembergische;Customer Excellence;;0.0135;0.0714;4;61;3;kw_8cd0213a-ff09-49f8-9e14-2e088c094043;tg_13d6c670-21d8-4c39-83e5-497106565f73
2026-08-16;Zurich;Customer Excellence;;0;0;0;;;kw_f7e49be6-0f28-4d62-8e8e-044c5f806309;tg_13d6c670-21d8-4c39-83e5-497106565f73
2026-08-16;ADAC;Decision;;0.0254;0.0792;46;53;4;kw_21144abf-1bfd-461e-8ad5-9c49a15b79c3;tg_e881306d-4394-4c3a-bdc8-4a1add7623af
2026-08-16;ARAG;Decision;;0.036;0.0891;65;52;3.4;kw_263dfe94-8f54-40a8-afb2-64ed223b9ffa;tg_e881306d-4394-4c3a-bdc8-4a1add7623af
2026-08-16;AXA;Decision;;0.031;0.1155;56;51;5.3;kw_3f6dd0b5-07f6-4f8e-bd1c-226bf4c95a30;tg_e881306d-4394-4c3a-bdc8-4a1add7623af
2026-08-16;Allianz;Decision;;0.1997;0.5545;361;52;2.9;kw_342f76c4-22e8-4d9e-88ae-7467637fabce;tg_e881306d-4394-4c3a-bdc8-4a1add7623af
2026-08-16;Alte Leipziger;Decision;;0.0249;0.0792;45;56;4;kw_710231e9-9bb9-4e6f-b810-2ed740dd650a;tg_e881306d-4394-4c3a-bdc8-4a1add7623af
2026-08-16;Barmenia;Decision;;0.0249;0.1089;45;52;3.3;kw_0e2665be-83a3-4949-82da-c819c80811eb;tg_e881306d-4394-4c3a-bdc8-4a1add7623af
2026-08-16;CosmosDirekt;Decision;;0.0608;0.2376;110;52;2.6;kw_416a8247-b080-4eab-b6c8-321a4b64165d;tg_e881306d-4394-4c3a-bdc8-4a1add7623af
2026-08-16;DA Direkt;Decision;;0.0288;0.1254;52;55;3.8;kw_2a762f00-af78-4bb7-b874-5daf8ed428dc;tg_e881306d-4394-4c3a-bdc8-4a1add7623af
2026-08-16;DEVK;Decision;;0.0199;0.066;36;53;4.2;kw_296cebc1-794b-456d-8ce4-ca398a7b8b6e;tg_e881306d-4394-4c3a-bdc8-4a1add7623af
2026-08-16;DKV;Decision;;0.0138;0.0528;25;50;3.1;kw_fc06628b-b4a3-4ca9-92c1-2ad1f28241de;tg_e881306d-4394-4c3a-bdc8-4a1add7623af
2026-08-16;Debeka;Decision;;0.0083;0.0363;15;52;8.5;kw_f2523300-5701-448f-bdc2-826cacdc7496;tg_e881306d-4394-4c3a-bdc8-4a1add7623af
2026-08-16;Die Bayerische;Decision;;0.01;0.0396;18;50;3.4;kw_dc1b2c92-73f3-4f73-bf93-df7df59dc86d;tg_e881306d-4394-4c3a-bdc8-4a1add7623af
2026-08-16;ERGO;Decision;;0.0702;0.2211;127;50;3.3;kw_72b70c33-531d-42d6-ad89-bb108f7b2149;tg_e881306d-4394-4c3a-bdc8-4a1add7623af
2026-08-16;Generali;Decision;;0.0077;0.0231;14;47;5;kw_1028a85d-5c54-5e02-8a97-afb32a52113d;tg_e881306d-4394-4c3a-bdc8-4a1add7623af
2026-08-16;Gothaer;Decision;;0.0144;0.0594;26;53;5.4;kw_37880128-3d28-46fe-9f61-d6c869e2d032;tg_e881306d-4394-4c3a-bdc8-4a1add7623af
2026-08-16;HDI;Decision;;0.0277;0.0726;50;54;4.5;kw_c7659191-f1a7-4cad-8459-3bed51c2f014;tg_e881306d-4394-4c3a-bdc8-4a1add7623af
2026-08-16;HUK-Coburg;Decision;;0.1477;0.3861;267;53;3.1;kw_f44f05b7-81d2-4406-a71d-63905ffd5147;tg_e881306d-4394-4c3a-bdc8-4a1add7623af
2026-08-16;Haftpflichtkasse;Decision;;0.0138;0.0495;25;50;4.6;kw_ee997b6b-0b50-4c31-a8d2-117f911f9a1d;tg_e881306d-4394-4c3a-bdc8-4a1add7623af
2026-08-16;Hannoversche;Decision;;0.0343;0.132;62;51;2.9;kw_405d8864-19c4-42fe-bba2-632e0b5cb463;tg_e881306d-4394-4c3a-bdc8-4a1add7623af
2026-08-16;HanseMerkur;Decision;;0.0619;0.2145;112;52;2.7;kw_b1155354-e344-4376-96a5-8ca40a83f686;tg_e881306d-4394-4c3a-bdc8-4a1add7623af
2026-08-16;LV 1871;Decision;;0.0177;0.066;32;51;6.5;kw_86ce8865-81a6-4155-aa6e-7907ead2806a;tg_e881306d-4394-4c3a-bdc8-4a1add7623af
2026-08-16;LVM;Decision;;0.0028;0.0165;5;61;8.8;kw_cdfd3b5b-0c22-485c-bbc4-00fde89a1c45;tg_e881306d-4394-4c3a-bdc8-4a1add7623af
2026-08-16;R+V;Decision;;0.0188;0.0792;34;53;4.8;kw_cba70138-7408-42d6-9ae4-e090d6179e7f;tg_e881306d-4394-4c3a-bdc8-4a1add7623af
2026-08-16;Signal Iduna;Decision;;0.0144;0.0495;26;48;6.5;kw_80da741d-9a64-4086-95c0-eb9701df02f8;tg_e881306d-4394-4c3a-bdc8-4a1add7623af
2026-08-16;VHV;Decision;;0.0442;0.1287;80;54;4.1;kw_b3e38115-670e-4795-96a2-dbf2f0b47733;tg_e881306d-4394-4c3a-bdc8-4a1add7623af
2026-08-16;WGV;Decision;;0.0171;0.0693;31;54;3.9;kw_2f265088-42d6-4e5a-be60-e1fb53cf72ed;tg_e881306d-4394-4c3a-bdc8-4a1add7623af
2026-08-16;Württembergische;Decision;;0.0127;0.0561;23;51;4;kw_8cd0213a-ff09-49f8-9e14-2e088c094043;tg_e881306d-4394-4c3a-bdc8-4a1add7623af
2026-08-16;Zurich;Decision;;0.0111;0.0429;20;51;5.3;kw_f7e49be6-0f28-4d62-8e8e-044c5f806309;tg_e881306d-4394-4c3a-bdc8-4a1add7623af
2026-08-16;ADAC;Digital Innovation;;0;0;0;;;kw_21144abf-1bfd-461e-8ad5-9c49a15b79c3;tg_085bc83a-0c02-4178-bb80-d1f561a03f19
2026-08-16;ARAG;Digital Innovation;;0;0;0;;;kw_263dfe94-8f54-40a8-afb2-64ed223b9ffa;tg_085bc83a-0c02-4178-bb80-d1f561a03f19
2026-08-16;AXA;Digital Innovation;;0.1292;0.4;27;54;4.4;kw_3f6dd0b5-07f6-4f8e-bd1c-226bf4c95a30;tg_085bc83a-0c02-4178-bb80-d1f561a03f19
2026-08-16;Allianz;Digital Innovation;;0.3014;0.7;63;55;2.8;kw_342f76c4-22e8-4d9e-88ae-7467637fabce;tg_085bc83a-0c02-4178-bb80-d1f561a03f19
2026-08-16;Alte Leipziger;Digital Innovation;;0;0;0;;;kw_710231e9-9bb9-4e6f-b810-2ed740dd650a;tg_085bc83a-0c02-4178-bb80-d1f561a03f19
2026-08-16;Barmenia;Digital Innovation;;0.0048;0.05;1;58;7;kw_0e2665be-83a3-4949-82da-c819c80811eb;tg_085bc83a-0c02-4178-bb80-d1f561a03f19
2026-08-16;CosmosDirekt;Digital Innovation;;0.1148;0.5;24;58;3.2;kw_416a8247-b080-4eab-b6c8-321a4b64165d;tg_085bc83a-0c02-4178-bb80-d1f561a03f19
2026-08-16;DA Direkt;Digital Innovation;;0.0096;0.1;2;55;5;kw_2a762f00-af78-4bb7-b874-5daf8ed428dc;tg_085bc83a-0c02-4178-bb80-d1f561a03f19
2026-08-16;DEVK;Digital Innovation;;0;0;0;;;kw_296cebc1-794b-456d-8ce4-ca398a7b8b6e;tg_085bc83a-0c02-4178-bb80-d1f561a03f19
2026-08-16;DKV;Digital Innovation;;0;0;0;;;kw_fc06628b-b4a3-4ca9-92c1-2ad1f28241de;tg_085bc83a-0c02-4178-bb80-d1f561a03f19
2026-08-16;Debeka;Digital Innovation;;0;0;0;;;kw_f2523300-5701-448f-bdc2-826cacdc7496;tg_085bc83a-0c02-4178-bb80-d1f561a03f19
2026-08-16;Die Bayerische;Digital Innovation;;0;0;0;;;kw_dc1b2c92-73f3-4f73-bf93-df7df59dc86d;tg_085bc83a-0c02-4178-bb80-d1f561a03f19
2026-08-16;ERGO;Digital Innovation;;0.11;0.4;23;54;4.1;kw_72b70c33-531d-42d6-ad89-bb108f7b2149;tg_085bc83a-0c02-4178-bb80-d1f561a03f19
